name,matric_no,department,course,year,prev_gpa,prev_cgpa,attendance,test_score,assignment,exam_score,total_200,gp_200,new_cgpa,current_class,predicted_grad_class
Bola Afolabi,250501048,ICT,PHY 201,200 Level,2.96,2.96,2,3,0,58,63,4.0,3.48,Second Class Lower,Second Class Upper
Bola Afolabi,250502305,ICT,CHM 207,200 Level,4.42,4.42,10,8,10,42,70,5.0,4.71,First Class,First Class
Bola Afolabi,250502085,ICT,CHM 207,200 Level,2.6,2.6,3,2,6,36,47,2.0,2.3,Third Class,Third Class
Bola Afolabi,250501579,ICT,CHM 207,200 Level,1.66,1.66,5,19,1,9,34,0.0,0.83,Fail,Fail
Bola Babatunde,250501814,ICT,CHM 207,200 Level,4.41,4.41,7,19,9,12,47,2.0,3.2,Second Class Lower,Third Class
Bola Babatunde,250501516,CYBERSECURITY,MTH 223,200 Level,2.19,2.19,10,11,0,40,61,4.0,3.1,Second Class Lower,Second Class Upper
Bola Babatunde,250501442,CYBERSECURITY,PHY 201,200 Level,2.18,2.18,7,6,2,30,45,2.0,2.09,Third Class,Third Class
Bola Babatunde,250501532,CYBERSECURITY,GST 211,200 Level,4.98,4.98,9,3,5,0,17,0.0,2.49,Third Class,Fail
Bola Babatunde,250502962,CYBERSECURITY,PHY 201,200 Level,4.28,4.28,5,15,6,32,58,3.0,3.64,Second Class Upper,Second Class Lower
Bola Babatunde,250502788,CYBERSECURITY,MTH 223,200 Level,0.8,0.8,8,15,7,6,36,0.0,0.4,Fail,Fail
Bola Babatunde,250501003,CYBERSECURITY,GST 211,200 Level,3.19,3.19,7,5,6,13,31,0.0,1.6,Third Class,Fail
Bola Bello,250501924,CYBERSECURITY,GST 209,200 Level,2.41,2.41,5,19,1,59,84,5.0,3.7,Second Class Upper,Second Class Upper
Bola Bello,250502721,COMPUTER SCIENCE,MTH 201,200 Level,1.05,1.05,9,11,3,44,67,4.0,2.52,Second Class Lower,Second Class Lower
Bola Bello,250501704,CYBERSECURITY,CHM 201,200 Level,0.79,0.79,0,3,1,4,8,0.0,0.4,Fail,Fail
Bola Bello,250502832,COMPUTER SCIENCE,GST 211,200 Level,3.12,3.12,9,6,9,53,77,5.0,4.06,Second Class Upper,First Class
Bola Bello,250502655,COMPUTER SCIENCE,CSC 201,200 Level,4.72,4.72,1,17,1,36,55,3.0,3.86,Second Class Upper,Second Class Lower
Bola Chukwu,250502706,CYBERSECURITY,GST 211,200 Level,3.38,3.38,3,19,6,6,34,0.0,1.69,Third Class,Fail
Bola Chukwu,250502153,ICT,MTH 201,200 Level,3.56,3.56,6,20,4,16,46,2.0,2.78,Second Class Lower,Third Class
Bola Chukwu,250501161,CYBERSECURITY,GST 211,200 Level,3.35,3.35,5,12,2,7,26,0.0,1.68,Third Class,Fail
Bola Chukwu,250501108,CYBERSECURITY,CHM 207,200 Level,1.53,1.53,5,7,10,6,28,0.0,0.76,Fail,Fail
Bola Chukwu,250502583,COMPUTER SCIENCE,PHY 205,200 Level,2.74,2.74,1,19,5,33,58,3.0,2.87,Second Class Lower,Second Class Lower
Bola Chukwu,250502747,CYBERSECURITY,PHY 205,200 Level,1.67,1.67,0,6,9,44,59,3.0,2.34,Third Class,Second Class Lower
Bola Danladi,250502343,CYBERSECURITY,GST 211,200 Level,3.77,3.77,3,16,5,32,56,3.0,3.38,Second Class Lower,Second Class Lower
Bola Danladi,250501697,CYBERSECURITY,PHY 201,200 Level,3.12,3.12,6,12,10,8,36,0.0,1.56,Third Class,Fail
Bola Danladi,250502668,CYBERSECURITY,CHM 201,200 Level,1.02,1.02,6,17,1,15,39,0.0,0.51,Fail,Fail
Bola Dikko,250501972,COMPUTER SCIENCE,CSC 201,200 Level,3.8,3.8,4,19,6,15,44,1.0,2.4,Third Class,Third Class
Bola Dikko,250501295,COMPUTER SCIENCE,CSC 201,200 Level,2.85,2.85,2,20,9,28,59,3.0,2.92,Second Class Lower,Second Class Lower
Bola Ejike,250502184,CYBERSECURITY,CSC 201,200 Level,0.96,0.96,3,19,2,23,47,2.0,1.48,Pass,Third Class
Bola Ejike,250501919,ICT,CSC 201,200 Level,1.13,1.13,7,6,5,47,65,4.0,2.56,Second Class Lower,Second Class Lower
Bola Eze,250501024,COMPUTER SCIENCE,CHM 201,200 Level,2.55,2.55,5,17,5,55,82,5.0,3.78,Second Class Upper,First Class
Bola Eze,250501510,CYBERSECURITY,PHY 201,200 Level,3.26,3.26,6,2,0,35,43,1.0,2.13,Third Class,Pass
Bola Eze,250501885,COMPUTER SCIENCE,PHY 201,200 Level,1.3,1.3,4,11,8,30,53,3.0,2.15,Third Class,Second Class Lower
Bola Eze,250501425,ICT,MTH 201,200 Level,2.97,2.97,7,4,4,20,35,0.0,1.48,Pass,Fail
Bola Fashola,250501508,CYBERSECURITY,CHM 201,200 Level,4.77,4.77,0,2,2,52,56,3.0,3.88,Second Class Upper,Second Class Lower
Bola Fashola,250502062,ICT,GST 209,200 Level,3.96,3.96,1,0,9,48,58,3.0,3.48,Second Class Lower,Second Class Lower
Bola Fashola,250501551,CYBERSECURITY,GST 209,200 Level,4.33,4.33,9,18,7,59,93,5.0,4.66,First Class,First Class
Bola Fashola,250502162,COMPUTER SCIENCE,PHY 201,200 Level,2.01,2.01,3,4,10,22,39,0.0,1.0,Pass,Fail
Bola Fashola,250501426,ICT,CSC 201,200 Level,2.49,2.49,4,12,7,23,46,2.0,2.24,Third Class,Third Class
Bola Fashola,250502609,ICT,CHM 201,200 Level,2.93,2.93,0,10,7,48,65,4.0,3.46,Second Class Lower,Second Class Upper
Bola Gana,250501692,CYBERSECURITY,GST 209,200 Level,2.78,2.78,4,3,9,60,76,5.0,3.89,Second Class Upper,First Class
Bola Gana,250501455,ICT,PHY 201,200 Level,2.72,2.72,6,9,4,0,19,0.0,1.36,Pass,Fail
Bola Garba,250501701,COMPUTER SCIENCE,GST 211,200 Level,0.73,0.73,3,19,8,12,42,1.0,0.86,Fail,Fail
Bola Hassan,250501219,ICT,CHM 207,200 Level,4.32,4.32,2,19,10,35,66,4.0,4.16,Second Class Upper,Second Class Upper
Bola Hassan,250502913,ICT,GST 211,200 Level,2.16,2.16,9,13,6,47,75,5.0,3.58,Second Class Upper,Second Class Upper
Bola Hassan,250501046,CYBERSECURITY,CHM 201,200 Level,1.9,1.9,0,5,2,26,33,0.0,0.95,Fail,Fail
Bola Ikenna,250501659,ICT,GST 211,200 Level,3.07,3.07,5,12,10,59,86,5.0,4.04,Second Class Upper,First Class
Bola Ikenna,250501757,ICT,PHY 205,200 Level,2.9,2.9,5,1,10,37,53,3.0,2.95,Second Class Lower,Second Class Lower
Bola Ikenna,250501888,CYBERSECURITY,MTH 201,200 Level,0.95,0.95,2,14,10,43,69,4.0,2.48,Third Class,Second Class Lower
Bola Ikenna,250501897,ICT,GST 211,200 Level,4.53,4.53,1,10,9,20,40,1.0,2.76,Second Class Lower,Third Class
Bola James,250501835,CYBERSECURITY,MTH 201,200 Level,2.39,2.39,5,1,2,37,45,2.0,2.2,Third Class,Third Class
Bola Kalu,250501385,ICT,CHM 207,200 Level,4.12,4.12,7,0,9,10,26,0.0,2.06,Third Class,Fail
Bola Lawal,250502986,COMPUTER SCIENCE,CSC 201,200 Level,3.78,3.78,2,7,7,33,49,2.0,2.89,Second Class Lower,Third Class
Bola Madu,250501392,CYBERSECURITY,PHY 205,200 Level,2.17,2.17,0,20,7,46,73,5.0,3.58,Second Class Upper,Second Class Upper
Bola Madu,250502506,CYBERSECURITY,CSC 201,200 Level,3.11,3.11,10,5,2,38,55,3.0,3.06,Second Class Lower,Second Class Lower
Bola Madu,250502999,COMPUTER SCIENCE,CHM 207,200 Level,1.77,1.77,5,14,7,55,81,5.0,3.38,Second Class Lower,Second Class Upper
Bola Musa,250501873,COMPUTER SCIENCE,MTH 223,200 Level,2.34,2.34,6,13,3,57,79,5.0,3.67,Second Class Upper,Second Class Upper
Bola Nwachukwu,250502302,ICT,GST 209,200 Level,0.73,0.73,1,20,2,48,71,5.0,2.86,Second Class Lower,Second Class Upper
Bola Nwachukwu,250502969,ICT,CHM 201,200 Level,0.62,0.62,10,7,10,30,57,3.0,1.81,Third Class,Second Class Lower
Bola Nwachukwu,250501733,COMPUTER SCIENCE,CHM 207,200 Level,2.85,2.85,0,17,4,49,70,5.0,3.92,Second Class Upper,First Class
Bola Nwachukwu,250502818,CYBERSECURITY,PHY 205,200 Level,3.31,3.31,3,18,7,15,43,1.0,2.16,Third Class,Pass
Bola Nwosu,250501000,CYBERSECURITY,CHM 207,200 Level,2.19,2.19,6,16,2,58,82,5.0,3.6,Second Class Upper,Second Class Upper
Bola Nwosu,250502446,CYBERSECURITY,PHY 205,200 Level,3.62,3.62,9,19,1,38,67,4.0,3.81,Second Class Upper,Second Class Upper
Bola Okafor,250501834,CYBERSECURITY,PHY 201,200 Level,2.74,2.74,5,3,4,1,13,0.0,1.37,Pass,Fail
Bola Okafor,250502402,ICT,CHM 207,200 Level,0.67,0.67,1,19,4,28,52,3.0,1.84,Third Class,Second Class Lower
Bola Okoro,250502563,CYBERSECURITY,PHY 201,200 Level,1.74,1.74,1,16,2,0,19,0.0,0.87,Fail,Fail
Bola Okoro,250501703,COMPUTER SCIENCE,CSC 201,200 Level,1.1,1.1,0,5,8,49,62,4.0,2.55,Second Class Lower,Second Class Lower
Bola Okoro,250501454,CYBERSECURITY,PHY 205,200 Level,1.0,1.0,10,9,1,45,65,4.0,2.5,Second Class Lower,Second Class Lower
Bola Okoro,250501212,COMPUTER SCIENCE,MTH 223,200 Level,3.43,3.43,2,6,7,13,28,0.0,1.72,Third Class,Fail
Bola Peters,250502082,CYBERSECURITY,PHY 205,200 Level,2.38,2.38,10,13,1,11,35,0.0,1.19,Pass,Fail
Bola Peters,250502396,CYBERSECURITY,CHM 201,200 Level,2.44,2.44,4,10,8,45,67,4.0,3.22,Second Class Lower,Second Class Upper
Bola Peters,250502676,COMPUTER SCIENCE,CHM 201,200 Level,0.86,0.86,6,6,10,11,33,0.0,0.43,Fail,Fail
Bola Raji,250501784,ICT,CHM 207,200 Level,1.32,1.32,10,11,10,25,56,3.0,2.16,Third Class,Second Class Lower
Bola Raji,250502964,COMPUTER SCIENCE,GST 211,200 Level,3.07,3.07,7,19,8,28,62,4.0,3.54,Second Class Upper,Second Class Upper
Bola Salisu,250501380,CYBERSECURITY,PHY 205,200 Level,1.03,1.03,1,19,9,42,71,5.0,3.02,Second Class Lower,Second Class Upper
Bola Salisu,250501018,ICT,PHY 205,200 Level,2.44,2.44,4,6,9,6,25,0.0,1.22,Pass,Fail
Bola Salisu,250502652,CYBERSECURITY,CHM 207,200 Level,1.68,1.68,0,5,7,3,15,0.0,0.84,Fail,Fail
Bola Salisu,250501965,COMPUTER SCIENCE,CHM 201,200 Level,2.1,2.1,3,7,10,16,36,0.0,1.05,Pass,Fail
Bola Salisu,250501100,ICT,MTH 201,200 Level,0.64,0.64,3,19,4,23,49,2.0,1.32,Pass,Third Class
Bola Salisu,250502934,COMPUTER SCIENCE,GST 211,200 Level,3.54,3.54,7,0,0,46,53,3.0,3.27,Second Class Lower,Second Class Lower
Bola Usman,250502794,ICT,MTH 201,200 Level,0.69,0.69,2,2,1,21,26,0.0,0.34,Fail,Fail
Chidi Adeola,250502810,ICT,MTH 201,200 Level,3.47,3.47,7,9,5,60,81,5.0,4.24,Second Class Upper,First Class
Chidi Adeola,250502485,CYBERSECURITY,PHY 201,200 Level,2.15,2.15,10,3,10,45,68,4.0,3.08,Second Class Lower,Second Class Upper
Chidi Adeyemi,250501589,COMPUTER SCIENCE,CHM 201,200 Level,1.18,1.18,4,16,6,4,30,0.0,0.59,Fail,Fail
Chidi Adeyemi,250502287,ICT,GST 211,200 Level,2.08,2.08,5,4,8,27,44,1.0,1.54,Third Class,Pass
Chidi Adeyemi,250502623,CYBERSECURITY,CHM 201,200 Level,4.81,4.81,7,15,3,0,25,0.0,2.4,Third Class,Fail
Chidi Adeyemi,250501281,ICT,GST 211,200 Level,2.02,2.02,2,7,4,56,69,4.0,3.01,Second Class Lower,Second Class Upper
Chidi Afolabi,250502431,ICT,CHM 201,200 Level,2.82,2.82,1,15,7,38,61,4.0,3.41,Second Class Lower,Second Class Upper
Chidi Afolabi,250501329,CYBERSECURITY,CHM 201,200 Level,1.61,1.61,1,12,2,40,55,3.0,2.31,Third Class,Second Class Lower
Chidi Bello,250501358,CYBERSECURITY,CHM 207,200 Level,4.73,4.73,5,1,6,10,22,0.0,2.37,Third Class,Fail
Chidi Chukwu,250502136,CYBERSECURITY,GST 211,200 Level,4.33,4.33,7,10,9,47,73,5.0,4.66,First Class,First Class
Chidi Danladi,250501545,ICT,GST 211,200 Level,2.11,2.11,4,6,1,60,71,5.0,3.56,Second Class Upper,Second Class Upper
Chidi Dikko,250502009,ICT,GST 209,200 Level,2.7,2.7,1,20,10,41,72,5.0,3.85,Second Class Upper,First Class
Chidi Dikko,250502084,COMPUTER SCIENCE,PHY 201,200 Level,4.75,4.75,8,15,0,19,42,1.0,2.88,Second Class Lower,Third Class
Chidi Ejike,250502472,COMPUTER SCIENCE,PHY 201,200 Level,4.45,4.45,2,18,6,40,66,4.0,4.22,Second Class Upper,Second Class Upper
Chidi Ejike,250502831,CYBERSECURITY,GST 211,200 Level,3.21,3.21,10,17,4,22,53,3.0,3.1,Second Class Lower,Second Class Lower
Chidi Ejike,250501182,COMPUTER SCIENCE,GST 209,200 Level,4.66,4.66,5,18,9,3,35,0.0,2.33,Third Class,Fail
Chidi Eze,250502263,ICT,MTH 201,200 Level,2.55,2.55,7,14,4,9,34,0.0,1.27,Pass,Fail
Chidi Fashola,250501415,CYBERSECURITY,PHY 205,200 Level,2.52,2.52,9,7,0,0,16,0.0,1.26,Pass,Fail
Chidi Gana,250502418,ICT,CHM 201,200 Level,2.53,2.53,4,19,7,24,54,3.0,2.76,Second Class Lower,Second Class Lower
Chidi Gana,250502307,ICT,MTH 201,200 Level,4.11,4.11,5,5,9,6,25,0.0,2.06,Third Class,Fail
Chidi Gana,250501095,ICT,MTH 223,200 Level,2.72,2.72,2,1,7,48,58,3.0,2.86,Second Class Lower,Second Class Lower
Chidi Gana,250501932,CYBERSECURITY,GST 209,200 Level,4.93,4.93,10,1,3,8,22,0.0,2.46,Third Class,Fail
Chidi Gana,250501359,CYBERSECURITY,CSC 201,200 Level,3.09,3.09,8,2,4,35,49,2.0,2.54,Second Class Lower,Third Class
Chidi Gana,250501366,ICT,GST 211,200 Level,4.83,4.83,2,2,3,57,64,4.0,4.42,Second Class Upper,Second Class Upper
Chidi Garba,250502290,CYBERSECURITY,MTH 223,200 Level,2.29,2.29,7,2,2,60,71,5.0,3.64,Second Class Upper,Second Class Upper
Chidi Garba,250501008,COMPUTER SCIENCE,GST 209,200 Level,3.21,3.21,5,17,5,10,37,0.0,1.6,Third Class,Fail
Chidi Garba,250501585,COMPUTER SCIENCE,PHY 201,200 Level,1.58,1.58,5,10,6,46,67,4.0,2.79,Second Class Lower,Second Class Upper
Chidi Garba,250502988,COMPUTER SCIENCE,PHY 205,200 Level,2.47,2.47,7,15,4,27,53,3.0,2.74,Second Class Lower,Second Class Lower
Chidi Hassan,250501334,ICT,GST 211,200 Level,0.71,0.71,6,13,0,25,44,1.0,0.86,Fail,Fail
Chidi Hassan,250501788,CYBERSECURITY,GST 211,200 Level,2.58,2.58,6,17,5,16,44,1.0,1.79,Third Class,Pass
Chidi Hassan,250502457,ICT,MTH 223,200 Level,3.54,3.54,8,19,6,6,39,0.0,1.77,Third Class,Fail
Chidi Hassan,250502090,COMPUTER SCIENCE,PHY 205,200 Level,4.74,4.74,8,6,9,38,61,4.0,4.37,Second Class Upper,Second Class Upper
Chidi Hassan,250501920,CYBERSECURITY,MTH 201,200 Level,4.41,4.41,6,14,4,26,50,3.0,3.7,Second Class Upper,Second Class Lower
Chidi Ikenna,250502588,CYBERSECURITY,PHY 205,200 Level,2.43,2.43,2,14,9,49,74,5.0,3.72,Second Class Upper,Second Class Upper
Chidi Ikenna,250501251,ICT,PHY 201,200 Level,2.23,2.23,3,20,10,45,78,5.0,3.62,Second Class Upper,Second Class Upper
Chidi Ikenna,250501213,CYBERSECURITY,CHM 207,200 Level,1.51,1.51,9,3,2,30,44,1.0,1.25,Pass,Pass
Chidi James,250501614,COMPUTER SCIENCE,GST 209,200 Level,4.43,4.43,6,14,3,30,53,3.0,3.72,Second Class Upper,Second Class Lower
Chidi James,250501196,ICT,CHM 201,200 Level,3.77,3.77,4,15,9,50,78,5.0,4.38,Second Class Upper,First Class
Chidi Lawal,250502098,CYBERSECURITY,CSC 201,200 Level,4.01,4.01,5,1,8,8,22,0.0,2.0,Third Class,Fail
Chidi Lawal,250502214,COMPUTER SCIENCE,MTH 223,200 Level,3.62,3.62,7,7,4,31,49,2.0,2.81,Second Class Lower,Third Class
Chidi Madu,250501153,COMPUTER SCIENCE,MTH 201,200 Level,2.7,2.7,1,6,9,36,52,3.0,2.85,Second Class Lower,Second Class Lower
Chidi Madu,250502779,COMPUTER SCIENCE,GST 209,200 Level,4.28,4.28,9,14,0,56,79,5.0,4.64,First Class,First Class
Chidi Madu,250502436,ICT,CHM 207,200 Level,1.89,1.89,5,2,1,36,44,1.0,1.44,Pass,Pass
Chidi Madu,250502388,CYBERSECURITY,GST 209,200 Level,4.86,4.86,3,17,5,20,45,2.0,3.43,Second Class Lower,Second Class Lower
Chidi Musa,250502010,CYBERSECURITY,MTH 201,200 Level,1.5,1.5,6,4,3,45,58,3.0,2.25,Third Class,Second Class Lower
Chidi Musa,250501158,COMPUTER SCIENCE,PHY 201,200 Level,1.57,1.57,1,19,8,18,46,2.0,1.78,Third Class,Third Class
Chidi Nwachukwu,250501742,COMPUTER SCIENCE,CSC 201,200 Level,3.86,3.86,0,9,5,52,66,4.0,3.93,Second Class Upper,Second Class Upper
Chidi Nwachukwu,250502179,ICT,PHY 205,200 Level,2.94,2.94,0,12,8,46,66,4.0,3.47,Second Class Lower,Second Class Upper
Chidi Nwosu,250501420,COMPUTER SCIENCE,PHY 201,200 Level,4.06,4.06,9,7,8,1,25,0.0,2.03,Third Class,Fail
Chidi Nwosu,250501777,COMPUTER SCIENCE,MTH 201,200 Level,3.75,3.75,1,14,7,54,76,5.0,4.38,Second Class Upper,First Class
Chidi Nwosu,250501120,ICT,CHM 201,200 Level,4.13,4.13,7,4,9,56,76,5.0,4.56,First Class,First Class
Chidi Nwosu,250502757,COMPUTER SCIENCE,PHY 201,200 Level,2.7,2.7,7,6,2,42,57,3.0,2.85,Second Class Lower,Second Class Lower
Chidi Nwosu,250502710,ICT,MTH 201,200 Level,1.18,1.18,7,1,5,54,67,4.0,2.59,Second Class Lower,Second Class Lower
Chidi Obi,250502301,COMPUTER SCIENCE,MTH 201,200 Level,4.71,4.71,10,11,7,21,49,2.0,3.36,Second Class Lower,Second Class Lower
Chidi Obi,250501410,CYBERSECURITY,MTH 201,200 Level,1.94,1.94,0,17,1,37,55,3.0,2.47,Third Class,Second Class Lower
Chidi Okafor,250502790,CYBERSECURITY,CSC 201,200 Level,1.18,1.18,2,15,0,18,35,0.0,0.59,Fail,Fail
Chidi Okafor,250502036,ICT,PHY 201,200 Level,2.03,2.03,4,13,4,22,43,1.0,1.52,Third Class,Pass
Chidi Okafor,250502972,CYBERSECURITY,PHY 205,200 Level,1.73,1.73,2,13,1,45,61,4.0,2.86,Second Class Lower,Second Class Upper
Chidi Okafor,250502240,CYBERSECURITY,CSC 201,200 Level,4.41,4.41,7,3,8,9,27,0.0,2.2,Third Class,Fail
Chidi Okonkwo,250501775,COMPUTER SCIENCE,MTH 223,200 Level,1.17,1.17,9,10,3,30,52,3.0,2.08,Third Class,Second Class Lower
Chidi Okonkwo,250502329,CYBERSECURITY,PHY 201,200 Level,2.74,2.74,5,19,2,32,58,3.0,2.87,Second Class Lower,Second Class Lower
Chidi Okoro,250502354,CYBERSECURITY,GST 211,200 Level,2.69,2.69,3,13,7,13,36,0.0,1.34,Pass,Fail
Chidi Okoro,250501911,COMPUTER SCIENCE,CSC 201,200 Level,1.71,1.71,7,1,9,26,43,1.0,1.36,Pass,Pass
Chidi Okoro,250502595,CYBERSECURITY,GST 211,200 Level,3.1,3.1,0,13,10,0,23,0.0,1.55,Third Class,Fail
Chidi Raji,250501284,ICT,PHY 201,200 Level,3.1,3.1,3,0,4,2,9,0.0,1.55,Third Class,Fail
Chidi Raji,250501233,CYBERSECURITY,GST 209,200 Level,2.72,2.72,10,7,9,5,31,0.0,1.36,Pass,Fail
Chidi Salisu,250501743,ICT,GST 211,200 Level,2.76,2.76,4,8,5,7,24,0.0,1.38,Pass,Fail
Chidi Salisu,250502478,ICT,PHY 205,200 Level,4.09,4.09,9,14,7,16,46,2.0,3.04,Second Class Lower,Third Class
Chidi Usman,250501937,COMPUTER SCIENCE,CSC 201,200 Level,4.61,4.61,5,18,0,41,64,4.0,4.3,Second Class Upper,Second Class Upper
Chidi Usman,250502893,COMPUTER SCIENCE,CHM 201,200 Level,1.42,1.42,8,20,1,0,29,0.0,0.71,Fail,Fail
Chidi Usman,250501458,CYBERSECURITY,GST 209,200 Level,0.75,0.75,3,16,6,50,75,5.0,2.88,Second Class Lower,Second Class Upper
Chidi Usman,250501766,COMPUTER SCIENCE,PHY 205,200 Level,3.93,3.93,1,10,1,56,68,4.0,3.96,Second Class Upper,Second Class Upper
Chioma Adeola,250502051,ICT,PHY 205,200 Level,2.88,2.88,9,17,10,2,38,0.0,1.44,Pass,Fail
Chioma Adeola,250502188,ICT,GST 209,200 Level,1.85,1.85,10,20,2,18,50,3.0,2.42,Third Class,Second Class Lower
Chioma Adeyemi,250501207,ICT,CHM 207,200 Level,3.49,3.49,8,4,4,0,16,0.0,1.74,Third Class,Fail
Chioma Afolabi,250502863,CYBERSECURITY,CHM 201,200 Level,2.95,2.95,4,9,7,31,51,3.0,2.98,Second Class Lower,Second Class Lower
Chioma Afolabi,250502883,ICT,MTH 223,200 Level,3.93,3.93,0,8,6,55,69,4.0,3.96,Second Class Upper,Second Class Upper
Chioma Afolabi,250502567,CYBERSECURITY,CHM 207,200 Level,0.93,0.93,0,13,10,21,44,1.0,0.97,Fail,Fail
Chioma Babatunde,250501014,ICT,CHM 207,200 Level,1.32,1.32,1,8,8,53,70,5.0,3.16,Second Class Lower,Second Class Upper
Chioma Bello,250501350,CYBERSECURITY,GST 209,200 Level,2.76,2.76,2,5,4,11,22,0.0,1.38,Pass,Fail
Chioma Bello,250501748,ICT,CHM 207,200 Level,4.58,4.58,0,9,10,52,71,5.0,4.79,First Class,First Class
Chioma Chukwu,250501236,ICT,MTH 223,200 Level,1.76,1.76,3,12,4,12,31,0.0,0.88,Fail,Fail
Chioma Chukwu,250501030,ICT,CSC 201,200 Level,3.23,3.23,6,19,0,58,83,5.0,4.12,Second Class Upper,First Class
Chioma Chukwu,250501741,ICT,MTH 201,200 Level,1.86,1.86,4,12,0,0,16,0.0,0.93,Fail,Fail
Chioma Dikko,250502705,ICT,CSC 201,200 Level,0.98,0.98,6,10,7,15,38,0.0,0.49,Fail,Fail
Chioma Dikko,250502133,ICT,PHY 201,200 Level,1.49,1.49,9,17,1,17,44,1.0,1.25,Pass,Pass
Chioma Dikko,250502526,ICT,GST 211,200 Level,1.78,1.78,0,6,6,6,18,0.0,0.89,Fail,Fail
Chioma Eze,250502796,CYBERSECURITY,MTH 223,200 Level,3.72,3.72,1,0,7,60,68,4.0,3.86,Second Class Upper,Second Class Upper
Chioma Fashola,250502024,ICT,MTH 223,200 Level,4.75,4.75,0,17,1,56,74,5.0,4.88,First Class,First Class
Chioma Gana,250501437,ICT,CSC 201,200 Level,4.2,4.2,6,11,5,35,57,3.0,3.6,Second Class Upper,Second Class Lower
Chioma Garba,250502203,COMPUTER SCIENCE,CHM 201,200 Level,1.96,1.96,7,5,0,41,53,3.0,2.48,Third Class,Second Class Lower
Chioma Garba,250501921,COMPUTER SCIENCE,CSC 201,200 Level,2.69,2.69,3,10,1,20,34,0.0,1.34,Pass,Fail
Chioma Hassan,250501387,COMPUTER SCIENCE,PHY 201,200 Level,1.3,1.3,5,2,9,44,60,4.0,2.65,Second Class Lower,Second Class Lower
Chioma Hassan,250502751,COMPUTER SCIENCE,PHY 201,200 Level,1.47,1.47,5,13,4,57,79,5.0,3.24,Second Class Lower,Second Class Upper
Chioma Hassan,250501203,ICT,GST 209,200 Level,4.54,4.54,2,9,10,0,21,0.0,2.27,Third Class,Fail
Chioma Hassan,250502660,CYBERSECURITY,CHM 201,200 Level,3.2,3.2,2,12,5,15,34,0.0,1.6,Third Class,Fail
Chioma Hassan,250501790,COMPUTER SCIENCE,GST 211,200 Level,1.19,1.19,0,10,10,60,80,5.0,3.1,Second Class Lower,Second Class Upper
Chioma Hassan,250502564,ICT,PHY 201,200 Level,4.2,4.2,3,19,4,53,79,5.0,4.6,First Class,First Class
Chioma Ikenna,250501548,ICT,MTH 201,200 Level,2.84,2.84,0,7,8,29,44,1.0,1.92,Third Class,Pass
Chioma Ikenna,250501974,COMPUTER SCIENCE,MTH 223,200 Level,0.64,0.64,10,15,9,16,50,3.0,1.82,Third Class,Second Class Lower
Chioma Ikenna,250502517,CYBERSECURITY,PHY 205,200 Level,4.54,4.54,2,13,3,54,72,5.0,4.77,First Class,First Class
Chioma Ikenna,250501534,ICT,CSC 201,200 Level,3.96,3.96,8,15,10,36,69,4.0,3.98,Second Class Upper,Second Class Upper
Chioma James,250502884,CYBERSECURITY,PHY 205,200 Level,1.22,1.22,9,12,6,22,49,2.0,1.61,Third Class,Third Class
Chioma Kalu,250502712,COMPUTER SCIENCE,GST 209,200 Level,4.01,4.01,1,15,9,30,55,3.0,3.5,Second Class Upper,Second Class Lower
Chioma Kalu,250501611,CYBERSECURITY,PHY 205,200 Level,4.1,4.1,5,18,6,59,88,5.0,4.55,First Class,First Class
Chioma Kalu,250501851,COMPUTER SCIENCE,CHM 207,200 Level,3.87,3.87,10,11,7,10,38,0.0,1.94,Third Class,Fail
Chioma Lawal,250501944,CYBERSECURITY,GST 211,200 Level,1.43,1.43,7,19,7,18,51,3.0,2.22,Third Class,Second Class Lower
Chioma Lawal,250502173,CYBERSECURITY,CHM 207,200 Level,1.67,1.67,3,14,10,25,52,3.0,2.34,Third Class,Second Class Lower
Chioma Madu,250502422,CYBERSECURITY,PHY 205,200 Level,0.69,0.69,7,1,7,7,22,0.0,0.34,Fail,Fail
Chioma Madu,250501725,ICT,MTH 223,200 Level,4.29,4.29,2,5,0,11,18,0.0,2.14,Third Class,Fail
Chioma Madu,250501967,CYBERSECURITY,PHY 201,200 Level,1.84,1.84,0,15,2,29,46,2.0,1.92,Third Class,Third Class
Chioma Madu,250501362,CYBERSECURITY,CSC 201,200 Level,2.56,2.56,3,19,1,32,55,3.0,2.78,Second Class Lower,Second Class Lower
Chioma Musa,250501866,CYBERSECURITY,CHM 201,200 Level,1.2,1.2,9,12,1,19,41,1.0,1.1,Pass,Pass
Chioma Musa,250502737,ICT,MTH 201,200 Level,1.38,1.38,7,7,8,3,25,0.0,0.69,Fail,Fail
Chioma Musa,250502065,COMPUTER SCIENCE,PHY 205,200 Level,3.82,3.82,1,1,4,0,6,0.0,1.91,Third Class,Fail
Chioma Musa,250501432,ICT,CSC 201,200 Level,3.28,3.28,2,0,8,0,10,0.0,1.64,Third Class,Fail
Chioma Obi,250501391,ICT,CHM 201,200 Level,2.36,2.36,1,19,4,37,61,4.0,3.18,Second Class Lower,Second Class Upper
Chioma Obi,250502786,CYBERSECURITY,MTH 201,200 Level,3.37,3.37,8,1,3,12,24,0.0,1.68,Third Class,Fail
Chioma Obi,250502998,CYBERSECURITY,CHM 201,200 Level,0.76,0.76,3,10,5,4,22,0.0,0.38,Fail,Fail
