full_name,matric_number,age,gender,program,level,attendance_pct,test_scores,exam_scores,assignment_scores,gpa,study_hours_per_week,lms_activity,past_academic_record,class_participation,extracurricular,performance_score,performance_category
Segun Anikulapo,STU/2023/0699,16,Female,HND,200,96.0,53.8,61.0,46.9,4.89,3.8,100.0,49.5,Low,None,57.9,Average
Ngozi Okonkwo,STU/2020/0700,29,Male,Undergraduate,300,38.5,67.9,69.8,71.5,2.59,12.2,48.2,97.7,Medium,1 Activity,62.4,Good
Rasheed Abubakar,STU/2021/0701,19,Male,Undergraduate,500,74.0,62.1,70.2,62.2,2.75,6.4,100.0,69.3,High,1 Activity,60.8,Good
Tunde Adeleke,STU/2019/0702,24,Female,Undergraduate,300,87.4,28.3,49.0,83.9,2.6,17.6,37.8,59.4,Low,1 Activity,58.0,Average
Ibrahim Ibrahim,STU/2019/0703,21,Male,Undergraduate,100,64.4,68.3,65.5,63.9,3.21,12.5,5.6,87.9,Low,1 Activity,59.7,Average
Grace Okeke,STU/2023/0704,28,Female,HND,100,,42.5,20.1,79.3,3.53,16.3,40.5,27.1,Medium,1 Activity,47.3,Pass
Chukwuemeka Okonkwo,STU/2019/0705,26,Female,HND,500,79.6,32.5,47.3,53.2,3.98,20.2,36.1,51.7,Medium,1 Activity,54.7,Average
Amina Nwosu,STU/2018/0706,18,Male,Postgraduate,200,90.0,28.0,45.0,57.6,3.68,10.3,13.2,100.0,Low,None,54.9,Average
Musa Onwudiwe,STU/2023/0707,16,Male,Undergraduate,100,88.0,54.1,85.6,65.2,2.55,10.6,44.6,59.0,Medium,1 Activity,61.7,Good
Chiamaka Onwudiwe,STU/2021/0708,19,Female,HND,300,78.6,39.7,61.7,62.5,3.73,13.7,79.8,58.9,Medium,1 Activity,51.4,Average
Vivian Chukwu,STU/2018/0709,27,Male,Undergraduate,300,73.8,16.1,28.3,60.9,3.08,7.1,40.1,83.6,High,2+ Activities,49.0,Pass
Chioma Aliyu,STU/2018/0710,28,Female,Undergraduate,300,55.8,51.5,66.9,50.2,3.67,13.9,45.6,85.0,Low,1 Activity,54.6,Average
Loveth Bakare,STU/2023/0711,24,Male,HND,200,87.6,49.2,73.2,38.0,3.72,14.3,89.3,34.0,High,1 Activity,70.8,Good
Chiamaka Anikulapo,STU/2023/0712,18,Female,Undergraduate,100,86.6,55.3,53.2,75.7,4.47,15.8,36.3,68.6,Low,1 Activity,60.0,Good
Musa Fashola,STU/2019/0713,27,Male,Undergraduate,500,51.5,46.7,68.8,73.8,2.68,17.4,70.5,95.1,Medium,2+ Activities,57.4,Average
Precious Suleiman,STU/2022/0714,24,Female,Undergraduate,200,78.6,90.9,5.1,54.6,2.51,1.2,12.3,47.1,Medium,2+ Activities,49.4,Pass
Blessing Onwudiwe,STU/2022/0715,22,Male,HND,300,83.8,67.3,1.0,71.4,3.4,3.7,30.8,52.6,Medium,2+ Activities,51.8,Average
Sandra Nwachukwu,STU/2022/0716,27,Female,Undergraduate,400,87.9,49.0,31.4,62.2,4.06,4.7,49.7,60.6,High,1 Activity,55.9,Average
Ibrahim Nwosu,STU/2019/0717,29,Male,Undergraduate,300,70.7,56.9,58.0,83.8,3.05,14.7,,73.9,Low,None,59.2,Average
Halima Bello,STU/2020/0718,19,Female,Undergraduate,200,56.6,83.5,85.6,42.7,4.12,11.7,32.2,31.4,Medium,1 Activity,58.2,Average
Mary Anikulapo,STU/2021/0719,18,Female,Postgraduate,200,63.0,75.2,32.5,62.8,3.62,0.0,31.9,0.0,Low,1 Activity,46.9,Pass
Halima Onyekwere,STU/2019/0720,25,Male,Postgraduate,300,53.9,32.9,37.9,61.5,2.82,29.6,61.8,64.3,Medium,2+ Activities,42.9,Pass
Kayode Obi,STU/2019/0721,20,Male,Undergraduate,400,71.1,40.5,56.8,67.7,3.51,0.0,,83.3,Low,None,62.7,Good
Dauda Chukwu,STU/2018/0722,20,Male,Undergraduate,500,67.6,43.9,45.2,91.1,2.61,14.2,,53.8,High,1 Activity,49.5,Pass
Oluwaseun Okafor,STU/2022/0723,18,Female,Undergraduate,100,100.0,50.1,44.0,62.9,3.21,18.5,,47.8,High,None,55.3,Average
Dauda Onyekwere,STU/2023/0724,27,Female,HND,100,88.1,47.3,46.6,77.6,2.03,8.2,82.2,56.7,High,2+ Activities,59.1,Average
Lanre Bello,STU/2019/0725,24,Female,Undergraduate,500,89.5,58.6,81.3,62.5,2.94,19.1,25.5,92.0,Low,None,62.9,Good
Tunde Adeyemi,STU/2020/0726,19,Male,HND,400,80.5,71.2,77.3,83.2,3.9,5.9,63.5,46.7,Medium,1 Activity,66.6,Good
Babatunde Abubakar,STU/2021/0727,26,Male,Undergraduate,400,65.4,74.2,55.5,77.8,3.69,15.4,42.1,71.4,Low,None,61.1,Good
Gbenga Adeyemi,STU/2020/0728,20,Female,Postgraduate,100,67.0,52.1,88.1,59.3,3.56,0.0,90.1,36.9,High,None,59.7,Average
Uche Aliyu,STU/2019/0729,19,Male,Postgraduate,300,68.7,28.6,65.2,58.1,3.26,23.4,,37.9,Medium,1 Activity,53.2,Average
Blessing Obi,STU/2019/0730,20,Female,Undergraduate,400,75.4,39.3,78.1,73.3,3.14,14.0,77.0,76.9,Medium,None,63.3,Good
Stella Okonkwo,STU/2018/0731,22,Male,HND,300,79.0,48.6,37.8,53.9,1.86,1.2,41.6,92.7,Medium,1 Activity,42.5,Pass
Babatunde Adeyemi,STU/2020/0732,24,Female,Undergraduate,200,72.0,35.6,41.9,68.2,2.81,19.0,75.6,77.8,Low,2+ Activities,57.0,Average
Rasheed Bello,STU/2018/0733,22,Male,Undergraduate,100,66.8,78.5,41.7,59.0,3.16,27.1,75.0,18.9,Medium,2+ Activities,59.0,Average
Vivian Mohammed,STU/2023/0734,28,Male,Undergraduate,300,61.3,36.8,53.3,71.3,1.99,6.6,68.0,51.6,Low,None,45.6,Pass
Kayode Adeyemi,STU/2020/0735,20,Female,Postgraduate,200,,69.1,56.2,62.3,1.42,12.3,,64.8,High,2+ Activities,50.8,Average
Gbemi Ofili,STU/2022/0736,25,Female,Undergraduate,200,95.1,27.7,61.5,53.2,4.02,9.9,59.1,61.2,High,1 Activity,61.7,Good
Bello Eze,STU/2023/0737,25,Female,Undergraduate,500,100.0,69.8,94.5,83.8,3.05,7.8,8.7,21.6,Medium,2+ Activities,71.9,Good
Wale Okonkwo,STU/2022/0738,22,Male,Undergraduate,200,93.6,55.5,69.4,69.1,3.19,,99.0,34.1,High,2+ Activities,65.9,Good
Kola Mohammed,STU/2020/0739,29,Male,Undergraduate,400,49.3,85.2,44.7,64.1,3.5,8.8,39.9,44.0,Medium,None,53.2,Average
Adaeze Chukwu,STU/2018/0740,25,Female,Undergraduate,100,86.2,37.6,54.9,72.1,2.12,9.3,46.6,58.6,High,1 Activity,55.3,Average
Aisha Okafor,STU/2022/0741,20,Female,Undergraduate,300,90.4,47.8,85.1,36.6,2.64,11.1,22.1,21.3,Medium,None,53.7,Average
Tunde Bello,STU/2019/0742,18,Male,Postgraduate,500,64.7,51.3,70.6,100.0,4.35,10.6,71.8,72.0,Medium,2+ Activities,75.6,Excellent
Sola Okeke,STU/2021/0743,22,Male,Undergraduate,100,80.8,55.3,84.8,65.4,2.56,20.1,68.2,58.1,Medium,1 Activity,63.7,Good
Ibrahim Okafor,STU/2018/0744,28,Male,Undergraduate,100,63.8,51.8,45.3,31.6,2.76,19.4,47.6,39.1,Low,1 Activity,52.8,Average
Fatima Obi,STU/2023/0745,26,Female,Undergraduate,200,99.5,52.1,40.8,85.4,2.4,1.7,0.0,63.9,Medium,1 Activity,53.7,Average
Blessing Obi,STU/2023/0746,26,Male,Undergraduate,100,78.6,51.8,41.1,52.2,2.33,9.3,37.2,31.2,Low,2+ Activities,42.9,Pass
Ngozi Adeleke,STU/2020/0747,17,Male,Postgraduate,400,55.5,20.7,47.0,82.7,3.99,24.0,66.5,59.0,High,2+ Activities,68.4,Good
Sola Chukwu,STU/2023/0748,27,Male,HND,500,84.1,75.9,33.7,67.1,0.77,16.4,61.3,24.0,Low,1 Activity,44.2,Pass
Joy Onwudiwe,STU/2021/0749,24,Male,Undergraduate,200,91.1,100.0,60.9,38.3,2.59,16.7,53.8,26.9,Medium,1 Activity,53.9,Average
Sandra Okeke,STU/2021/0750,25,Male,Postgraduate,200,75.6,63.4,61.2,69.4,3.2,15.9,,50.9,High,2+ Activities,52.9,Average
Usman Abubakar,STU/2019/0751,25,Male,HND,200,80.6,37.6,81.8,68.2,4.53,11.9,15.5,45.7,Low,2+ Activities,72.0,Good
Adaeze Adeleke,STU/2023/0752,27,Male,Postgraduate,400,70.7,39.4,19.8,84.6,1.98,13.7,79.1,67.7,Medium,None,56.2,Average
Chiamaka Abubakar,STU/2018/0753,16,Female,Undergraduate,100,51.6,69.0,36.1,73.9,1.82,10.8,19.0,59.6,Medium,None,48.2,Pass
Anthonia Aliyu,STU/2021/0754,28,Male,HND,300,69.3,64.9,71.1,43.9,2.23,20.8,49.9,100.0,Low,None,58.6,Average
Chioma Ofili,STU/2018/0755,21,Female,Undergraduate,300,81.4,52.9,58.7,82.0,3.63,10.8,29.1,54.7,High,1 Activity,61.7,Good
Ike Eze,STU/2019/0756,22,Female,Undergraduate,300,69.7,71.6,55.9,58.0,3.11,13.1,79.8,0.0,Low,None,49.3,Pass
Mercy Adeleke,STU/2020/0757,29,Female,Undergraduate,100,86.4,20.9,80.3,94.2,1.7,19.9,69.6,19.3,Low,1 Activity,63.0,Good
Musa Onyekwere,STU/2021/0758,28,Female,Undergraduate,400,64.9,71.6,34.8,59.0,3.09,11.4,46.1,36.1,Medium,1 Activity,57.3,Average
Kola Adeyemi,STU/2021/0759,23,Male,Undergraduate,100,,62.3,40.4,61.4,4.4,13.4,72.3,100.0,Medium,1 Activity,55.1,Average
Kola Aliyu,STU/2021/0760,25,Male,Undergraduate,100,87.0,40.1,38.1,51.0,3.24,11.1,17.7,59.3,High,1 Activity,50.0,Average
Chioma Ofili,STU/2023/0761,24,Female,Undergraduate,400,76.0,32.2,14.7,56.5,3.15,13.3,53.0,82.2,High,None,44.4,Pass
Chidinma Ibrahim,STU/2018/0762,17,Female,Postgraduate,400,64.6,60.2,57.7,52.0,3.2,,28.6,80.1,Medium,2+ Activities,54.1,Average
Segun Adeyemi,STU/2021/0763,26,Female,HND,100,90.6,83.3,44.5,85.0,3.37,9.7,80.6,34.7,Medium,2+ Activities,63.4,Good
Halima Ibrahim,STU/2018/0764,25,Female,Undergraduate,100,59.6,53.9,40.3,42.4,1.86,8.3,64.4,24.1,Medium,1 Activity,43.1,Pass
Ngozi Suleiman,STU/2023/0765,17,Female,HND,100,58.9,42.7,36.7,78.7,2.79,12.6,71.2,72.8,Low,2+ Activities,49.5,Pass
Emeka Okafor,STU/2022/0766,20,Male,HND,200,21.1,61.4,54.6,79.1,2.84,22.1,41.2,15.6,Medium,None,55.3,Average
Dauda Nwachukwu,STU/2022/0767,28,Male,Postgraduate,100,,90.8,39.0,88.4,2.56,19.0,73.6,79.6,High,2+ Activities,64.4,Good
Biodun Okafor,STU/2018/0768,20,Female,Undergraduate,100,95.6,65.8,59.4,65.7,3.62,1.4,27.1,57.7,Medium,None,57.2,Average
Aisha Bello,STU/2023/0769,21,Female,Undergraduate,200,34.7,67.7,64.2,47.5,2.43,10.6,30.7,72.3,Low,1 Activity,49.7,Pass
Ifeoma Danjuma,STU/2022/0770,18,Male,HND,400,54.9,80.0,49.1,62.1,2.68,8.9,50.6,66.1,Medium,None,54.6,Average
Sandra Abubakar,STU/2019/0771,23,Female,Undergraduate,300,79.9,66.5,47.8,75.1,1.87,1.5,31.6,67.1,Low,1 Activity,52.2,Average
Emeka Nwosu,STU/2019/0772,28,Male,Undergraduate,300,31.6,43.9,58.7,66.4,3.34,16.2,72.7,62.1,Medium,None,55.1,Average
Adaeze Nwosu,STU/2022/0773,16,Female,Undergraduate,100,62.8,26.6,54.4,71.2,3.85,13.2,43.2,65.6,Medium,1 Activity,51.7,Average
Femi Okeke,STU/2020/0774,21,Male,Undergraduate,500,92.5,41.4,81.6,88.2,2.68,30.2,28.0,60.9,Medium,1 Activity,62.6,Good
Kola Okafor,STU/2018/0775,19,Male,Undergraduate,400,100.0,38.1,61.4,74.9,3.73,11.3,24.7,32.5,Medium,2+ Activities,53.3,Average
Tunde Okeke,STU/2022/0776,16,Female,Undergraduate,400,77.2,69.9,76.9,68.4,2.87,7.8,72.4,52.1,High,1 Activity,64.8,Good
Usman Danjuma,STU/2018/0777,22,Male,Undergraduate,400,55.3,72.4,67.2,33.6,0.73,7.0,0.0,100.0,Low,None,50.1,Average
Bello Nwachukwu,STU/2023/0778,24,Female,Postgraduate,500,54.7,61.2,28.6,51.7,2.95,10.4,29.7,66.3,High,None,46.0,Pass
Gbemi Onwudiwe,STU/2022/0779,28,Female,HND,300,74.6,35.2,43.8,58.1,2.84,18.7,90.1,82.8,Medium,2+ Activities,51.6,Average
Uche Okeke,STU/2019/0780,19,Female,Undergraduate,100,77.1,90.2,54.0,31.4,3.09,19.6,46.4,40.3,High,1 Activity,55.4,Average
Tunde Abubakar,STU/2023/0781,19,Male,HND,300,100.0,50.5,72.4,46.1,3.23,37.4,72.9,40.0,Medium,1 Activity,56.8,Average
Musa Suleiman,STU/2020/0782,21,Male,Undergraduate,400,89.5,68.9,93.6,60.4,2.38,4.3,,35.9,Low,1 Activity,68.7,Good
Joy Aliyu,STU/2018/0783,27,Male,Undergraduate,400,73.5,58.9,45.3,63.2,4.32,14.7,50.2,33.4,High,None,59.6,Average
Wale Danjuma,STU/2020/0784,18,Female,Postgraduate,300,66.0,61.8,56.1,73.6,2.94,8.5,13.5,27.6,Medium,None,56.3,Average
Anthonia Bakare,STU/2019/0785,28,Female,Postgraduate,100,100.0,68.2,71.0,61.5,2.82,16.8,,64.7,Low,1 Activity,63.2,Good
Amina Mohammed,STU/2021/0786,27,Female,HND,200,83.3,45.5,53.8,69.2,3.67,25.1,21.4,52.9,Low,None,53.1,Average
Lanre Fashola,STU/2021/0787,21,Female,Undergraduate,500,60.0,81.5,87.9,57.9,3.02,20.9,67.1,77.5,Medium,None,65.9,Good
Aisha Okonkwo,STU/2018/0788,22,Female,HND,300,68.0,29.6,28.0,65.7,5.0,4.3,71.7,53.8,Medium,None,48.6,Pass
Joy Onwudiwe,STU/2023/0789,26,Female,Undergraduate,300,56.2,39.3,68.6,72.7,2.81,19.5,33.0,11.9,Medium,None,50.3,Average
Fatima Danjuma,STU/2019/0790,25,Male,Postgraduate,200,28.7,81.3,68.4,90.0,3.32,,53.0,68.9,Medium,None,59.5,Average
Tunde Eze,STU/2018/0791,25,Female,Postgraduate,200,77.6,68.6,78.0,56.3,2.33,0.0,55.2,19.4,Medium,2+ Activities,62.4,Good
Patience Chukwu,STU/2023/0792,18,Male,Undergraduate,400,100.0,100.0,56.2,67.5,3.78,12.0,57.0,64.3,High,1 Activity,79.4,Excellent
Vivian Okonkwo,STU/2018/0793,22,Female,Undergraduate,300,42.6,59.2,72.8,79.8,3.28,18.9,36.0,44.6,Medium,2+ Activities,56.1,Average
Nkechi Adeyemi,STU/2018/0794,29,Female,HND,400,73.0,88.6,50.0,40.5,2.69,16.8,96.0,64.7,Low,None,58.2,Average
Chioma Okafor,STU/2020/0795,18,Female,Undergraduate,200,59.3,24.6,39.0,99.0,2.21,29.2,71.9,31.1,High,None,52.0,Average
Lanre Adeleke,STU/2022/0796,28,Male,Undergraduate,300,81.4,32.6,36.1,85.0,1.82,14.9,56.8,75.6,Low,2+ Activities,46.2,Pass
Ruth Okafor,STU/2019/0797,28,Male,Postgraduate,100,68.9,74.1,26.2,35.9,3.38,13.1,42.0,60.8,Medium,1 Activity,49.8,Pass
Ifeoma Nwachukwu,STU/2020/0798,17,Male,Undergraduate,400,47.5,26.7,46.2,71.3,1.75,23.2,34.2,53.1,Medium,None,44.7,Pass
Abdul Garba,STU/2023/0799,27,Male,Postgraduate,200,54.3,54.4,61.2,55.4,4.18,11.0,64.9,26.1,Medium,1 Activity,55.8,Average
Rasheed Ofili,STU/2022/0800,29,Male,Undergraduate,200,57.1,79.0,50.8,58.2,1.86,17.1,43.2,96.2,Low,1 Activity,56.9,Average
Halima Garba,STU/2018/0801,25,Female,Undergraduate,300,96.2,67.0,59.0,71.0,2.84,17.6,58.3,41.9,Low,2+ Activities,62.5,Good
Nkechi Okonkwo,STU/2021/0802,19,Female,Postgraduate,500,95.3,58.2,79.7,82.9,2.21,6.2,7.5,65.3,Medium,None,49.6,Pass
Oluwaseun Suleiman,STU/2020/0803,27,Male,Undergraduate,100,66.4,49.9,44.7,57.1,3.03,17.1,41.8,41.0,High,1 Activity,47.3,Pass
Aisha Nwosu,STU/2019/0804,23,Male,Undergraduate,400,94.1,61.6,100.0,57.3,3.02,31.5,52.3,100.0,Medium,1 Activity,77.7,Excellent
Adaeze Ibrahim,STU/2019/0805,28,Male,Postgraduate,200,68.9,68.4,70.1,71.3,3.4,23.1,79.2,63.0,Medium,2+ Activities,68.9,Good
Kayode Ibrahim,STU/2022/0806,24,Female,Undergraduate,200,66.1,46.1,51.1,74.7,1.63,7.3,31.9,47.7,Medium,2+ Activities,37.3,Poor
Precious Ofili,STU/2020/0807,22,Male,Undergraduate,100,73.0,64.7,50.6,47.9,2.31,,17.9,72.1,Low,None,46.5,Pass
Amina Nwachukwu,STU/2018/0808,16,Female,Undergraduate,200,77.1,77.4,34.8,94.3,3.87,19.5,66.1,75.0,Low,1 Activity,68.1,Good
Stella Obi,STU/2022/0809,18,Male,Postgraduate,300,62.0,54.0,54.5,54.1,3.59,17.4,53.4,67.9,Low,2+ Activities,53.2,Average
Oluwaseun Bakare,STU/2023/0810,28,Female,Postgraduate,100,,59.2,11.8,81.4,0.75,13.2,,53.5,Medium,1 Activity,31.0,Poor
Blessing Okafor,STU/2019/0811,27,Female,Postgraduate,200,86.2,66.7,80.1,72.7,3.34,19.5,13.2,68.8,Low,2+ Activities,70.0,Good
Dauda Okafor,STU/2023/0812,29,Male,Undergraduate,500,74.3,67.9,0.0,75.3,2.07,14.9,38.8,56.9,Low,2+ Activities,48.7,Pass
Joy Bakare,STU/2020/0813,24,Female,Postgraduate,100,72.8,73.8,55.8,54.4,2.47,14.2,52.9,59.5,Medium,None,53.0,Average
Gbenga Nwosu,STU/2021/0814,27,Male,Undergraduate,400,80.9,39.7,32.1,35.7,2.8,12.9,89.7,44.3,High,None,51.7,Average
Ruth Ibrahim,STU/2023/0815,16,Female,Undergraduate,200,84.0,48.5,41.0,64.6,4.4,21.8,28.0,30.7,High,2+ Activities,54.0,Average
Gbenga Suleiman,STU/2018/0816,24,Male,Undergraduate,300,70.9,49.1,43.6,64.7,2.06,20.9,68.5,71.3,Medium,None,49.5,Pass
Emeka Suleiman,STU/2019/0817,23,Female,HND,200,63.5,41.7,93.5,48.7,1.74,12.8,6.0,72.1,Low,None,49.0,Pass
Sola Lawal,STU/2020/0818,16,Female,Postgraduate,100,75.4,25.6,32.9,80.6,3.41,1.8,64.0,85.9,Medium,1 Activity,43.0,Pass
Ibrahim Danjuma,STU/2021/0819,21,Female,Undergraduate,100,43.3,0.0,73.3,64.1,2.97,14.3,92.7,61.0,Low,2+ Activities,50.3,Average
Chidinma Abubakar,STU/2019/0820,20,Female,Undergraduate,100,68.2,79.5,78.2,51.2,4.09,8.3,58.5,55.7,Medium,None,66.9,Good
Lanre Adeyemi,STU/2021/0821,21,Male,HND,100,27.5,30.0,8.2,74.9,2.68,10.2,38.3,31.8,High,1 Activity,34.0,Poor
Bello Nwosu,STU/2019/0822,25,Male,Undergraduate,300,41.8,86.2,42.7,75.4,4.09,13.0,85.8,59.2,Medium,None,64.6,Good
Oluwaseun Okonkwo,STU/2022/0823,27,Male,HND,400,39.1,71.3,84.7,52.8,3.01,5.5,63.7,67.2,High,None,53.0,Average
Grace Anikulapo,STU/2022/0824,28,Male,Undergraduate,400,90.9,50.7,28.7,86.0,3.48,,58.8,23.6,Medium,1 Activity,56.9,Average
Wale Fashola,STU/2022/0825,28,Female,Undergraduate,300,72.3,69.1,79.0,100.0,4.46,16.3,29.6,81.4,Medium,None,73.6,Good
Chidinma Okafor,STU/2020/0826,28,Male,Undergraduate,100,49.3,65.7,54.6,46.5,2.85,,64.1,45.8,Low,2+ Activities,49.4,Pass
Babatunde Nwosu,STU/2022/0827,20,Female,Undergraduate,200,80.8,38.2,53.8,61.9,3.94,13.9,37.9,56.1,High,2+ Activities,58.0,Average
Aisha Eze,STU/2020/0828,21,Female,HND,200,89.8,57.7,56.4,70.7,2.45,18.1,62.8,72.0,Low,2+ Activities,56.4,Average
Rasheed Okeke,STU/2018/0829,20,Female,Undergraduate,100,,40.4,61.9,100.0,3.2,8.7,56.2,59.9,High,None,66.0,Good
Nkechi Abubakar,STU/2022/0830,26,Male,Postgraduate,300,68.6,69.8,35.9,52.5,1.7,16.7,82.1,88.1,Medium,1 Activity,54.5,Average
Segun Danjuma,STU/2020/0831,27,Female,Undergraduate,300,76.2,45.1,49.8,49.0,2.55,24.7,40.6,72.6,Low,None,51.8,Average
Chidinma Lawal,STU/2019/0832,20,Female,Undergraduate,200,88.2,56.3,62.4,48.9,2.05,12.0,51.3,57.0,High,None,52.7,Average
Usman Mohammed,STU/2020/0833,19,Male,Undergraduate,200,63.6,55.5,58.5,85.8,4.1,29.2,75.0,0.0,Low,1 Activity,65.7,Good
Mercy Anikulapo,STU/2023/0834,18,Female,Undergraduate,400,72.5,60.2,62.0,53.0,4.56,14.4,49.1,79.9,High,1 Activity,67.3,Good
Usman Garba,STU/2020/0835,18,Female,HND,400,67.4,87.9,40.6,50.5,2.68,7.2,54.5,36.4,Low,None,59.2,Average
Kayode Nwosu,STU/2023/0836,19,Male,Undergraduate,200,43.0,53.7,67.6,68.9,2.3,20.8,44.8,77.0,High,None,52.8,Average
Blessing Garba,STU/2019/0837,24,Male,Undergraduate,500,88.5,79.9,57.5,70.2,1.82,13.1,50.9,69.8,Medium,2+ Activities,64.7,Good
Ifeoma Bakare,STU/2020/0838,17,Male,Undergraduate,500,100.0,66.6,23.4,83.2,3.24,22.4,71.8,56.0,Medium,1 Activity,66.5,Good
Aisha Chukwu,STU/2019/0839,24,Male,Undergraduate,200,56.3,83.5,44.4,66.6,2.46,17.3,100.0,79.1,Medium,2+ Activities,59.7,Average
Dauda Obi,STU/2023/0840,16,Male,Undergraduate,200,,51.9,37.1,69.2,2.51,11.4,13.0,70.4,Low,2+ Activities,56.6,Average
Loveth Okafor,STU/2021/0841,29,Male,HND,300,56.8,70.5,36.8,63.2,4.47,26.2,23.4,66.6,High,1 Activity,58.9,Average
Ngozi Onwudiwe,STU/2022/0842,16,Male,Undergraduate,500,74.4,56.9,45.5,42.8,2.73,10.0,51.5,25.7,Low,None,43.7,Pass
Grace Lawal,STU/2023/0843,20,Male,Undergraduate,400,99.1,4.2,67.3,61.6,3.53,0.0,56.2,60.8,Medium,2+ Activities,49.9,Pass
Mary Chukwu,STU/2018/0844,21,Female,Undergraduate,100,62.6,38.4,42.5,66.1,3.05,21.0,49.6,35.1,Medium,None,43.4,Pass
Dauda Bello,STU/2020/0845,21,Female,HND,200,71.7,68.5,59.5,57.5,1.78,16.8,41.2,38.1,Medium,None,53.2,Average
Kayode Suleiman,STU/2019/0846,18,Female,Undergraduate,300,39.6,67.3,56.2,38.4,1.34,24.3,24.2,52.8,Low,2+ Activities,44.8,Pass
Abdul Mohammed,STU/2022/0847,22,Male,Undergraduate,300,60.0,34.7,39.4,45.7,3.44,6.9,39.7,89.3,Low,1 Activity,46.0,Pass
Ibrahim Ofili,STU/2020/0848,24,Male,Undergraduate,100,37.7,62.0,48.1,64.3,4.53,12.0,75.4,67.3,Low,None,61.9,Good
Sandra Ibrahim,STU/2022/0849,26,Male,Undergraduate,400,79.7,67.1,72.3,80.9,3.28,11.1,57.3,68.6,High,1 Activity,66.8,Good
Grace Bakare,STU/2021/0850,27,Male,Undergraduate,300,87.0,57.4,58.0,93.6,3.56,21.5,71.9,75.4,Low,1 Activity,66.0,Good
Blessing Nwachukwu,STU/2020/0851,25,Male,Undergraduate,400,68.0,71.1,66.0,61.9,2.19,19.2,24.9,42.5,High,None,55.8,Average
Femi Nwachukwu,STU/2019/0852,23,Female,Postgraduate,400,77.1,68.7,80.4,52.8,3.91,15.7,91.1,28.5,Low,None,57.9,Average
Anthonia Okeke,STU/2021/0853,21,Male,Undergraduate,400,66.1,57.4,63.7,58.7,3.9,15.8,41.0,24.9,Low,None,59.0,Average
Uche Suleiman,STU/2020/0854,27,Female,Postgraduate,200,85.3,48.8,16.6,47.2,2.37,4.8,66.9,64.6,Medium,1 Activity,43.9,Pass
Musa Eze,STU/2022/0855,23,Female,Undergraduate,300,74.3,76.8,60.4,78.4,3.49,20.1,51.9,79.7,Low,2+ Activities,66.7,Good
Grace Aliyu,STU/2021/0856,27,Male,Undergraduate,100,36.3,66.3,42.6,100.0,1.41,,41.5,78.3,Medium,1 Activity,52.5,Average
Chioma Garba,STU/2019/0857,20,Male,Undergraduate,300,88.9,33.1,91.2,53.2,3.65,32.3,65.8,43.4,High,1 Activity,65.4,Good
Abdul Okeke,STU/2020/0858,23,Female,Undergraduate,100,65.0,62.0,63.0,44.7,2.48,17.8,70.0,87.1,Low,None,50.0,Average
Abdul Mohammed,STU/2022/0859,25,Male,Postgraduate,300,49.1,37.3,43.1,82.1,1.9,19.1,100.0,100.0,High,None,52.7,Average
Sola Obi,STU/2022/0860,27,Male,Undergraduate,100,64.1,40.6,66.3,70.4,3.36,17.8,71.0,72.2,Medium,None,56.0,Average
Emeka Garba,STU/2023/0861,19,Female,Undergraduate,100,37.8,46.3,56.8,70.7,1.41,8.4,70.6,89.7,Low,None,47.9,Pass
Abdul Garba,STU/2021/0862,25,Male,Undergraduate,100,49.5,58.8,20.6,92.0,3.31,24.0,83.6,77.5,Low,None,51.0,Average
Usman Onwudiwe,STU/2020/0863,23,Female,HND,100,74.6,64.7,72.3,41.8,1.98,13.6,68.3,55.4,High,1 Activity,58.7,Average
Loveth Nwosu,STU/2023/0864,25,Female,Undergraduate,400,76.1,50.6,46.9,41.3,1.79,12.5,54.0,46.7,Low,None,45.7,Pass
Bello Bello,STU/2022/0865,27,Male,HND,400,77.5,51.4,83.4,62.3,3.05,12.9,63.1,27.7,High,2+ Activities,56.9,Average
Kayode Suleiman,STU/2021/0866,17,Male,Undergraduate,300,72.1,48.9,52.5,66.1,2.84,13.5,76.4,51.1,Medium,2+ Activities,59.7,Average
Femi Okeke,STU/2018/0867,27,Male,Undergraduate,100,59.5,76.9,83.8,59.0,4.31,10.1,89.8,55.3,Low,1 Activity,66.0,Good
Chioma Onwudiwe,STU/2022/0868,27,Male,Undergraduate,100,71.0,6.6,63.5,100.0,1.84,15.7,,55.7,Medium,None,47.2,Pass
Patience Bello,STU/2021/0869,20,Male,Undergraduate,100,64.1,52.4,74.5,59.7,4.24,13.2,7.7,57.7,High,2+ Activities,62.9,Good
Chukwuemeka Eze,STU/2018/0870,24,Female,Undergraduate,100,42.7,85.8,45.2,55.6,1.98,12.5,88.7,14.1,Medium,2+ Activities,57.0,Average
Mary Garba,STU/2021/0871,19,Male,Undergraduate,400,58.1,67.3,62.1,67.1,3.83,17.9,35.1,75.6,Medium,None,58.6,Average
Bello Okafor,STU/2022/0872,26,Male,HND,100,88.0,80.8,20.5,81.5,4.0,14.6,13.6,77.9,High,1 Activity,60.8,Good
Yusuf Bakare,STU/2018/0873,21,Female,Postgraduate,200,100.0,21.4,52.5,52.7,3.29,9.6,11.2,67.4,Low,2+ Activities,51.8,Average
Uche Mohammed,STU/2021/0874,16,Female,Postgraduate,100,83.7,35.6,25.3,62.5,2.29,7.9,100.0,36.6,High,1 Activity,52.7,Average
