full_name,matric_number,age,gender,program,level,attendance_pct,test_scores,exam_scores,assignment_scores,gpa,study_hours_per_week,lms_activity,past_academic_record,class_participation,extracurricular,performance_score,performance_category,study_bucket,score_composite,engagement_index,academic_consistency,class_participation_enc,extracurricular_enc,gender_enc,level_enc
Precious Ibrahim,STU/2021/0128,23,Male,Undergraduate,500,71.4,38.1,39.1,63.3,2.35,10.4,4.1,27.3,Medium,,47.1,Pass,"(10, 15]",44.8,26.94,1.583,1,,0,5
Precious Bello,STU/2019/0129,26,Male,Undergraduate,100,64.6,31.8,30.0,89.1,3.11,22.6,5.9,87.4,Medium,2+ Activities,49.9,Pass,"(20, 25]",45.4,29.86,0.514,1,2.0,0,1
Ibrahim Nwosu,STU/2020/0130,18,Female,Postgraduate,200,77.1,91.6,35.4,56.0,1.98,15.4,38.2,80.3,Medium,,56.4,Average,"(15, 20]",60.22,47.36,0.741,1,,1,2
Stella Nwachukwu,STU/2021/0131,16,Male,HND,500,90.6,28.8,46.6,62.2,3.96,27.9,53.6,15.7,High,2+ Activities,55.4,Average,"(25, 30]",44.27,63.28,2.651,2,2.0,0,5
Tunde Onyekwere,STU/2020/0132,23,Female,Undergraduate,200,80.0,51.7,55.7,78.5,5.0,0.5,85.0,57.4,Low,1 Activity,60.8,Good,"(0, 5]",60.0,66.67,1.027,0,1.0,1,2
Uche Nwosu,STU/2023/0133,18,Male,Undergraduate,400,100.0,56.9,52.0,94.1,2.73,17.4,62.3,59.6,Low,1 Activity,63.1,Good,"(15, 20]",64.24,66.95,1.06,0,1.0,0,4
Bello Adeleke,STU/2021/0134,18,Male,Undergraduate,300,89.7,81.6,39.5,54.0,2.41,9.5,100.0,87.4,Medium,1 Activity,59.7,Average,"(5, 10]",57.86,80.08,0.655,1,1.0,0,3
Segun Nwosu,STU/2018/0135,16,Female,HND,200,100.0,24.4,56.8,88.7,2.88,17.3,17.7,59.7,Low,,48.1,Pass,"(15, 20]",53.44,44.62,0.88,0,,1,2
Tunde Okafor,STU/2020/0136,26,Female,Undergraduate,200,27.1,65.5,58.5,60.2,2.5,16.0,58.0,63.3,High,2+ Activities,56.3,Average,"(15, 20]",61.38,42.46,0.955,2,2.0,1,2
Aisha Onyekwere,STU/2022/0137,20,Female,Undergraduate,100,73.7,42.0,69.0,49.9,3.24,18.1,43.9,63.9,Medium,,58.8,Average,"(15, 20]",54.78,50.09,0.844,1,,1,1
Sola Obi,STU/2022/0138,25,Male,Postgraduate,400,66.2,69.3,84.4,69.2,1.81,14.2,60.9,50.7,Medium,2+ Activities,65.2,Good,,75.32,55.04,1.457,1,2.0,0,4
Sandra Onwudiwe,STU/2021/0139,22,Female,Undergraduate,200,69.8,41.7,47.7,45.3,3.29,25.1,98.8,85.9,High,1 Activity,59.5,Average,"(25, 30]",45.0,78.71,0.518,2,1.0,1,2
Amina Bello,STU/2022/0140,25,Male,Undergraduate,300,57.5,86.3,79.3,73.0,4.72,29.6,100.0,44.2,Medium,1 Activity,74.6,Good,"(25, 30]",80.18,77.12,1.774,1,1.0,0,3
Blessing Obi,STU/2022/0141,24,Male,Undergraduate,200,79.1,41.8,56.3,100.0,1.2,14.1,56.4,50.3,Medium,1 Activity,53.0,Average,"(10, 15]",62.15,56.63,1.212,1,1.0,0,2
Precious Obi,STU/2020/0142,27,Female,Undergraduate,300,39.4,13.7,24.5,83.8,1.95,9.7,56.5,59.9,Low,,42.2,Pass,"(5, 10]",35.54,43.3,0.584,0,,1,3
Bello Onyekwere,STU/2021/0143,22,Male,Undergraduate,400,79.3,43.8,90.7,63.2,2.6,4.2,60.4,33.2,Medium,1 Activity,54.7,Average,"(0, 5]",67.41,55.39,1.971,1,1.0,0,4
Ibrahim Nwosu,STU/2020/0144,24,Female,Undergraduate,500,58.1,53.3,100.0,82.9,3.49,17.5,28.1,95.3,Low,2+ Activities,63.2,Good,"(15, 20]",79.38,37.31,0.824,0,2.0,1,5
Joy Aliyu,STU/2021/0145,23,Male,Undergraduate,200,63.0,77.5,67.4,49.2,3.8,14.2,55.4,60.0,Medium,,63.9,Good,,66.39,51.33,1.088,1,,0,2
Biodun Abubakar,STU/2022/0146,27,Male,Undergraduate,400,79.9,35.3,56.8,52.0,3.73,3.2,42.4,76.5,Medium,1 Activity,54.4,Average,"(0, 5]",48.08,46.24,0.62,1,1.0,0,4
Loveth Adeleke,STU/2021/0147,17,Female,Postgraduate,400,73.4,35.7,49.6,63.7,1.48,23.2,56.5,40.9,Medium,1 Activity,51.7,Average,"(20, 25]",48.26,58.0,1.152,1,1.0,1,4
Joy Lawal,STU/2023/0148,16,Female,Postgraduate,300,91.0,75.3,45.7,66.5,2.39,13.2,33.7,74.2,Medium,1 Activity,51.3,Average,"(10, 15]",61.26,48.55,0.815,1,1.0,1,3
Rasheed Chukwu,STU/2021/0149,22,Female,Undergraduate,500,54.5,33.2,79.2,43.0,2.19,4.0,58.9,75.9,Low,,47.7,Pass,"(0, 5]",54.05,47.13,0.703,0,,1,5
Tunde Okafor,STU/2019/0150,22,Female,Undergraduate,100,70.5,54.8,54.7,59.8,2.94,7.2,62.6,78.8,High,1 Activity,51.6,Average,"(5, 10]",56.01,54.85,0.702,2,1.0,1,1
Ahmed Fashola,STU/2021/0151,29,Female,Undergraduate,100,88.0,55.1,88.5,62.5,3.02,6.5,72.6,98.1,Low,2+ Activities,69.6,Good,"(5, 10]",70.31,64.87,0.709,0,2.0,1,1
Chukwuemeka Suleiman,STU/2019/0152,23,Female,Undergraduate,400,78.5,61.9,55.7,91.2,1.77,6.6,62.7,48.8,High,,63.6,Good,"(5, 10]",66.74,57.1,1.34,2,,1,4
Joy Ibrahim,STU/2020/0153,20,Female,Undergraduate,200,79.7,44.5,46.8,43.0,2.6,18.6,95.9,56.3,Medium,1 Activity,54.3,Average,"(15, 20]",45.04,78.06,0.786,1,1.0,1,2
Halima Lawal,STU/2019/0154,18,Male,Undergraduate,400,91.9,41.3,43.0,41.4,3.52,20.9,100.0,43.1,Medium,1 Activity,52.6,Average,"(20, 25]",42.0,84.54,0.952,1,1.0,0,4
Halima Bello,STU/2020/0155,27,Male,Undergraduate,400,64.7,64.0,40.1,68.0,2.43,27.6,44.9,58.1,Medium,1 Activity,51.2,Average,"(25, 30]",55.44,51.06,0.938,1,1.0,0,4
Precious Anikulapo,STU/2021/0156,23,Male,Undergraduate,100,60.9,41.9,65.3,84.6,2.82,8.4,79.3,73.3,High,1 Activity,57.5,Average,"(5, 10]",61.93,60.72,0.834,2,1.0,0,1
Fatima Okonkwo,STU/2020/0157,21,Female,Undergraduate,400,82.4,33.5,29.1,74.4,4.53,16.7,100.0,72.2,Low,1 Activity,53.8,Average,"(15, 20]",41.96,80.29,0.573,0,1.0,1,4
Musa Anikulapo,STU/2022/0158,26,Female,Undergraduate,200,69.3,80.1,38.6,70.1,4.79,8.8,79.9,92.8,Medium,,64.1,Good,"(5, 10]",61.0,63.67,0.65,1,,1,2
Lanre Garba,STU/2023/0159,18,Male,Undergraduate,300,92.2,66.8,81.5,60.1,1.05,14.2,72.9,69.8,High,2+ Activities,59.7,Average,"(10, 15]",71.01,68.84,1.003,2,2.0,0,3
Dauda Onwudiwe,STU/2021/0160,16,Female,Undergraduate,300,78.7,89.8,35.9,76.5,3.1,14.2,9.5,60.0,High,2+ Activities,53.0,Average,,64.91,33.09,1.064,2,2.0,1,3
Ike Bello,STU/2019/0161,18,Female,Undergraduate,500,60.8,72.1,72.3,79.1,5.0,5.0,41.0,38.2,Medium,,67.4,Good,"(0, 5]",73.93,40.41,1.886,1,,1,5
Segun Suleiman,STU/2023/0162,20,Male,HND,100,71.4,35.2,13.7,60.6,3.43,20.4,44.7,77.3,High,1 Activity,49.3,Pass,"(20, 25]",32.95,50.57,0.421,2,1.0,0,1
Wale Eze,STU/2018/0163,29,Female,HND,200,55.8,59.7,84.0,48.9,3.02,2.1,89.7,56.9,Medium,2+ Activities,66.4,Good,"(0, 5]",66.72,62.29,1.152,1,2.0,1,2
Adaeze Okafor,STU/2023/0164,18,Female,Undergraduate,300,89.0,39.7,29.6,49.0,4.18,18.9,36.7,77.8,Low,2+ Activities,49.9,Pass,"(15, 20]",37.98,51.35,0.482,0,2.0,1,3
Aisha Lawal,STU/2021/0165,16,Male,Undergraduate,400,46.9,28.3,37.5,79.9,3.2,8.6,52.9,51.5,Medium,2+ Activities,39.6,Poor,"(5, 10]",44.88,43.39,0.855,1,2.0,0,4
Joy Mohammed,STU/2023/0166,20,Female,Undergraduate,300,94.0,50.0,68.6,38.7,3.64,0.0,76.0,84.0,Medium,2+ Activities,62.8,Good,,54.61,66.2,0.642,1,2.0,1,3
Halima Fashola,STU/2023/0167,25,Male,Undergraduate,100,77.8,75.7,60.4,93.5,2.81,0.0,35.6,67.7,Medium,,66.1,Good,,74.03,41.14,1.078,1,,0,1
Sandra Fashola,STU/2022/0168,22,Female,Undergraduate,200,69.0,62.9,72.9,57.2,3.18,25.7,62.0,79.8,High,2+ Activities,68.9,Good,"(25, 30]",65.47,60.27,0.81,2,2.0,1,2
Wale Okonkwo,STU/2020/0169,29,Female,Postgraduate,200,85.7,33.0,29.4,70.3,3.38,14.2,58.7,67.7,Medium,2+ Activities,55.9,Average,,40.88,59.79,0.595,1,2.0,1,2
Yusuf Onyekwere,STU/2023/0170,22,Female,Undergraduate,400,81.2,49.3,49.3,76.9,3.78,13.5,76.9,41.5,Low,1 Activity,65.1,Good,"(10, 15]",56.2,67.31,1.322,0,1.0,1,4
Vivian Okonkwo,STU/2019/0171,26,Male,Postgraduate,200,95.9,55.4,42.7,53.4,2.61,16.8,71.5,52.7,High,1 Activity,51.9,Average,"(15, 20]",49.82,70.12,0.928,2,1.0,0,2
Vivian Obi,STU/2019/0172,24,Female,Undergraduate,100,95.8,27.6,32.8,57.2,2.59,3.5,70.7,34.4,Low,1 Activity,51.6,Average,"(0, 5]",37.08,65.26,1.047,0,1.0,1,1
Anthonia Abubakar,STU/2022/0173,25,Female,Undergraduate,500,78.3,70.8,66.9,67.2,1.27,9.6,60.0,63.7,High,1 Activity,57.1,Average,"(5, 10]",68.34,56.69,1.056,2,1.0,1,5
Uche Onyekwere,STU/2023/0174,25,Male,Postgraduate,100,56.3,53.9,73.9,50.5,2.65,17.8,13.1,30.7,High,,55.1,Average,"(15, 20]",61.05,29.37,1.926,2,,0,1
Chidinma Nwachukwu,STU/2023/0175,27,Female,Undergraduate,500,62.3,33.0,48.3,46.9,3.86,16.3,58.5,65.9,High,,51.6,Average,"(15, 20]",42.6,53.37,0.637,2,,1,5
Usman Adeyemi,STU/2022/0176,28,Male,Undergraduate,300,70.7,32.0,85.5,48.4,3.42,10.3,56.4,0.0,High,,50.3,Average,"(10, 15]",57.5,52.84,57.5,2,,0,3
Tunde Chukwu,STU/2021/0177,18,Female,Undergraduate,400,71.4,77.8,39.3,85.6,2.1,15.9,74.2,76.2,Low,1 Activity,66.3,Good,"(15, 20]",64.35,63.82,0.834,0,1.0,1,4
Wale Bakare,STU/2018/0178,22,Male,Undergraduate,200,63.8,51.1,85.0,71.8,1.29,13.2,44.4,37.9,Medium,,53.0,Average,"(10, 15]",69.83,45.74,1.795,1,,0,2
Aisha Suleiman,STU/2018/0179,16,Male,HND,100,65.3,79.4,66.2,51.5,2.87,6.2,56.0,40.9,Low,2+ Activities,65.4,Good,"(5, 10]",67.15,49.66,1.603,0,2.0,0,1
Emeka Garba,STU/2020/0180,19,Male,Undergraduate,400,100.0,86.3,30.5,79.8,3.83,23.6,56.8,87.4,Low,,63.3,Good,"(20, 25]",62.36,66.27,0.705,0,,0,4
Rasheed Suleiman,STU/2019/0181,28,Female,HND,400,70.1,76.4,94.6,52.5,2.57,15.7,37.2,66.4,Medium,2+ Activities,60.8,Good,"(15, 20]",77.7,44.86,1.153,1,2.0,1,4
Adaeze Suleiman,STU/2021/0182,19,Male,HND,400,60.6,48.4,46.1,31.8,1.7,0.0,26.2,76.9,Low,2+ Activities,37.7,Poor,,43.33,31.28,0.556,0,2.0,0,4
Fatima Obi,STU/2019/0183,29,Female,Postgraduate,100,86.0,13.0,79.1,76.8,2.47,18.2,64.6,39.9,High,2+ Activities,63.1,Good,"(15, 20]",55.39,64.17,1.354,2,2.0,1,1
Sandra Okonkwo,STU/2021/0184,20,Male,Undergraduate,400,71.0,63.6,57.9,93.0,3.29,9.1,80.2,79.2,High,1 Activity,59.5,Average,"(5, 10]",68.67,64.43,0.856,2,1.0,0,4
Ngozi Onwudiwe,STU/2022/0185,22,Male,Undergraduate,400,47.0,95.6,62.5,74.5,4.12,11.7,56.5,57.3,Medium,,68.6,Good,"(10, 15]",77.08,46.25,1.322,1,,0,4
Ike Anikulapo,STU/2020/0186,22,Female,HND,300,90.7,57.4,73.0,32.9,2.77,14.1,49.6,62.4,Medium,1 Activity,64.3,Good,"(10, 15]",57.52,56.71,0.907,1,1.0,1,3
Sola Mohammed,STU/2022/0187,28,Female,Undergraduate,400,58.6,22.2,71.9,64.6,3.95,7.7,75.7,89.8,Medium,,55.3,Average,"(5, 10]",52.68,58.0,0.58,1,,1,4
Gbemi Bello,STU/2019/0188,26,Male,Undergraduate,400,72.8,45.9,48.2,60.3,3.85,28.4,78.2,36.7,High,2+ Activities,57.1,Average,"(25, 30]",50.42,70.41,1.337,2,2.0,0,4
Lanre Garba,STU/2020/0189,28,Female,Undergraduate,300,70.8,54.7,65.6,71.4,1.94,2.1,60.8,78.3,Medium,,55.6,Average,"(0, 5]",63.24,52.34,0.797,1,,1,3
Ahmed Abubakar,STU/2023/0190,19,Female,Undergraduate,100,76.1,38.2,64.1,50.6,4.13,14.5,65.4,67.7,Low,1 Activity,52.6,Average,"(10, 15]",51.66,60.36,0.752,0,1.0,1,1
Chukwuemeka Onyekwere,STU/2021/0191,28,Female,Undergraduate,200,32.6,11.8,59.3,59.3,3.27,17.1,68.3,55.7,Medium,2+ Activities,56.8,Average,"(15, 20]",42.68,49.63,0.753,1,2.0,1,2
Loveth Abubakar,STU/2021/0192,22,Male,Undergraduate,100,66.0,56.2,50.9,40.9,1.91,14.3,72.8,38.1,Medium,2+ Activities,51.8,Average,"(10, 15]",50.26,60.97,1.285,1,2.0,0,1
Ngozi Ibrahim,STU/2020/0193,26,Male,Undergraduate,200,92.2,43.9,59.2,68.8,4.58,12.5,28.2,55.5,High,2+ Activities,57.0,Average,"(10, 15]",56.24,45.93,0.995,2,2.0,0,2
Amina Fashola,STU/2022/0194,18,Female,HND,200,94.8,89.9,94.4,41.5,2.89,11.0,100.0,43.6,Low,1 Activity,67.2,Good,"(10, 15]",79.6,82.11,1.785,0,1.0,1,2
Gbemi Ibrahim,STU/2020/0195,21,Male,Undergraduate,100,54.2,59.8,49.1,72.4,1.25,14.2,61.9,83.7,Low,1 Activity,50.7,Average,,58.67,51.94,0.693,0,1.0,0,1
Mercy Nwachukwu,STU/2022/0196,27,Female,HND,200,88.6,66.5,79.1,52.2,2.36,7.4,73.2,61.8,High,1 Activity,57.4,Average,"(5, 10]",67.96,65.65,1.082,2,1.0,1,2
Ahmed Nwosu,STU/2020/0197,17,Female,Undergraduate,100,58.3,55.9,42.6,11.6,2.14,23.3,36.0,46.5,High,,35.7,Poor,"(20, 25]",39.51,43.26,0.832,2,,1,1
Ifeoma Okeke,STU/2022/0198,25,Female,Postgraduate,400,71.4,59.7,37.4,78.5,2.39,10.5,56.5,31.2,High,2+ Activities,53.7,Average,"(10, 15]",55.48,53.17,1.723,2,2.0,1,4
Babatunde Nwachukwu,STU/2018/0199,28,Female,Undergraduate,500,66.2,28.3,100.0,73.4,2.6,31.1,56.5,50.7,Medium,1 Activity,66.5,Good,"(30, 35]",68.26,58.48,1.32,1,1.0,1,5
Tunde Okonkwo,STU/2020/0200,29,Female,Postgraduate,100,74.0,39.3,65.8,88.0,2.77,19.4,9.9,84.7,Medium,,60.9,Good,"(15, 20]",62.08,33.62,0.724,1,,1,1
Uche Onwudiwe,STU/2022/0201,24,Male,Undergraduate,500,90.0,77.6,66.4,29.5,2.73,0.0,32.5,62.2,Medium,2+ Activities,56.0,Average,,61.1,43.25,0.967,1,2.0,0,5
Ike Bakare,STU/2023/0202,20,Female,Postgraduate,300,76.8,61.8,66.9,53.9,2.91,21.1,36.9,56.4,Low,1 Activity,56.6,Average,"(20, 25]",61.86,48.52,1.078,0,1.0,1,3
Kola Obi,STU/2019/0203,21,Male,Undergraduate,200,69.7,50.8,83.1,67.2,3.53,13.6,23.0,94.0,Medium,2+ Activities,62.9,Good,"(10, 15]",67.82,36.94,0.714,1,2.0,0,2
Mary Ibrahim,STU/2019/0204,27,Male,HND,100,89.4,66.8,63.2,74.7,2.33,2.9,56.5,51.7,Low,2+ Activities,64.0,Good,"(0, 5]",67.33,56.04,1.278,0,2.0,0,1
Dauda Okafor,STU/2020/0205,27,Female,HND,300,57.6,67.1,71.3,40.1,4.06,24.4,53.1,43.8,Medium,2+ Activities,55.5,Average,"(20, 25]",62.03,51.96,1.385,1,2.0,1,3
Ibrahim Eze,STU/2020/0206,27,Female,Undergraduate,400,71.4,93.8,33.8,72.3,1.9,10.5,90.6,68.1,High,,56.1,Average,"(10, 15]",64.42,70.22,0.932,2,,1,4
Blessing Ibrahim,STU/2021/0207,27,Female,Undergraduate,400,89.9,60.9,74.7,55.3,3.55,9.8,27.0,68.4,Medium,,59.7,Average,"(5, 10]",65.02,43.74,0.937,1,,1,4
Chukwuemeka Anikulapo,STU/2022/0208,19,Female,Postgraduate,100,81.5,38.9,50.3,33.5,4.48,17.0,60.9,48.3,High,2+ Activities,53.6,Average,"(15, 20]",42.11,60.57,0.854,2,2.0,1,1
Wale Ibrahim,STU/2020/0209,29,Male,Undergraduate,100,63.6,55.9,68.4,52.2,2.84,23.1,33.0,44.0,Low,2+ Activities,54.8,Average,"(20, 25]",59.97,43.28,1.333,0,2.0,0,1
Tunde Obi,STU/2019/0210,29,Male,HND,200,44.8,68.9,20.7,73.7,3.17,14.9,12.1,88.9,Medium,1 Activity,49.2,Pass,"(10, 15]",50.82,24.46,0.565,1,1.0,0,2
Dauda Ofili,STU/2019/0211,26,Female,Undergraduate,200,77.6,75.9,67.6,34.2,2.13,14.3,69.7,51.3,Medium,1 Activity,59.6,Average,"(10, 15]",62.16,62.9,1.189,1,1.0,1,2
Kayode Nwosu,STU/2019/0212,25,Male,Undergraduate,100,43.6,28.9,10.2,75.8,2.54,8.4,71.8,31.0,High,,31.9,Poor,"(5, 10]",33.14,51.78,1.036,2,,0,1
Sola Nwachukwu,STU/2022/0213,22,Male,HND,200,68.2,62.6,49.5,69.8,4.41,23.0,68.8,63.9,Medium,2+ Activities,57.2,Average,"(20, 25]",59.16,62.53,0.912,1,2.0,0,2
Chioma Fashola,STU/2018/0214,27,Male,Undergraduate,400,93.2,41.8,20.9,60.7,3.67,15.0,22.1,77.9,High,,47.4,Pass,"(10, 15]",38.16,44.01,0.484,2,,0,4
Ngozi Ofili,STU/2020/0215,24,Male,Postgraduate,500,82.7,47.8,67.7,37.2,3.38,12.2,57.1,56.2,Low,,57.9,Average,"(10, 15]",53.11,57.43,0.928,0,,0,5
Emeka Garba,STU/2018/0216,22,Male,Undergraduate,200,35.6,73.2,56.4,38.6,1.26,11.2,69.9,70.7,High,1 Activity,45.8,Pass,"(10, 15]",57.83,49.36,0.807,2,1.0,0,2
Nkechi Ibrahim,STU/2022/0217,29,Male,Undergraduate,500,75.6,71.4,39.6,58.2,2.36,22.2,78.8,39.1,Low,,54.3,Average,"(20, 25]",55.38,69.48,1.381,0,,0,5
Mary Ibrahim,STU/2023/0218,16,Male,Undergraduate,200,66.3,45.8,83.7,45.9,4.57,11.9,70.7,72.6,High,2+ Activities,64.2,Good,"(10, 15]",60.99,59.21,0.829,2,2.0,0,2
Gbenga Onyekwere,STU/2020/0219,16,Male,Undergraduate,200,49.1,55.2,37.1,59.3,3.37,22.2,79.1,40.9,Medium,,52.8,Average,"(20, 25]",48.98,61.68,1.169,1,,0,2
Emeka Mohammed,STU/2021/0220,24,Female,Undergraduate,100,78.0,48.4,0.0,80.4,3.48,10.2,81.7,66.1,High,,56.4,Average,"(10, 15]",37.04,67.65,0.552,2,,1,1
Wale Okonkwo,STU/2020/0221,26,Male,Undergraduate,300,63.1,100.0,65.3,60.4,3.15,19.8,57.6,75.4,Medium,1 Activity,69.6,Good,"(15, 20]",76.22,54.33,0.998,1,1.0,0,3
Oluwaseun Obi,STU/2020/0222,29,Male,Undergraduate,500,63.3,63.0,19.7,59.9,2.45,15.7,67.5,62.0,Low,1 Activity,51.8,Average,"(15, 20]",44.9,57.97,0.713,0,1.0,0,5
Patience Anikulapo,STU/2020/0223,24,Female,Undergraduate,300,74.2,42.9,37.7,59.9,3.3,6.4,80.0,35.3,High,,50.3,Average,"(5, 10]",45.07,64.39,1.242,2,,1,3
Halima Onyekwere,STU/2020/0224,19,Male,Postgraduate,200,60.7,81.8,44.7,82.2,1.62,13.3,64.8,36.2,Low,1 Activity,61.3,Good,"(10, 15]",67.06,55.04,1.803,0,1.0,0,2
Usman Okonkwo,STU/2023/0225,28,Female,Undergraduate,300,73.7,82.4,26.5,87.0,1.56,0.0,85.0,91.9,Low,1 Activity,56.0,Average,,61.19,64.61,0.659,0,1.0,1,3
Wale Onyekwere,STU/2020/0226,24,Female,Undergraduate,100,61.3,90.3,45.1,72.2,2.34,8.0,76.9,44.6,High,2+ Activities,52.0,Average,"(5, 10]",67.69,59.51,1.484,2,2.0,1,1
Kola Okafor,STU/2022/0227,18,Male,Undergraduate,400,62.3,95.6,26.9,67.3,3.17,1.4,39.2,75.3,Low,,64.4,Good,"(0, 5]",61.04,38.76,0.8,0,,0,4
Chiamaka Lawal,STU/2020/0228,22,Male,Undergraduate,300,89.9,70.7,58.2,68.9,1.59,30.0,22.4,62.4,Low,2+ Activities,59.0,Average,"(25, 30]",65.25,48.17,1.029,0,2.0,0,3
Aisha Danjuma,STU/2023/0229,21,Female,Postgraduate,200,91.7,51.7,30.4,89.3,3.11,1.5,55.5,39.9,Medium,1 Activity,56.9,Average,"(0, 5]",52.58,55.76,1.286,1,1.0,1,2
Rasheed Bello,STU/2022/0230,23,Female,Undergraduate,300,41.2,54.4,55.6,73.1,2.1,34.7,25.5,49.3,High,,47.9,Pass,"(30, 35]",59.56,36.68,1.184,2,,1,3
Lanre Ibrahim,STU/2020/0231,26,Male,Undergraduate,300,71.4,52.7,78.2,90.9,2.23,18.1,57.1,94.0,Low,,73.7,Good,"(15, 20]",72.45,56.0,0.763,0,,0,3
Mercy Chukwu,STU/2020/0232,24,Female,Undergraduate,100,97.2,50.7,70.6,57.9,4.17,9.8,54.8,100.0,Medium,1 Activity,61.9,Good,"(5, 10]",60.46,59.83,0.599,1,1.0,1,1
Chukwuemeka Bakare,STU/2022/0233,29,Male,Undergraduate,300,100.0,80.3,53.4,42.3,3.03,20.5,87.5,53.7,Medium,,61.2,Good,"(20, 25]",60.04,80.58,1.098,1,,0,3
Ibrahim Nwosu,STU/2020/0234,20,Female,Postgraduate,100,81.4,58.0,35.2,53.6,2.19,8.8,67.6,52.3,High,,44.0,Pass,"(5, 10]",47.78,61.15,0.896,2,,1,1
Chidinma Onyekwere,STU/2023/0235,16,Male,Undergraduate,400,53.0,75.5,58.2,55.4,3.17,2.7,79.4,27.2,High,,57.8,Average,"(0, 5]",63.56,56.5,2.254,2,,0,4
Lanre Fashola,STU/2019/0236,18,Female,Postgraduate,400,71.4,70.2,41.1,92.3,1.68,14.6,42.8,27.0,High,1 Activity,55.7,Average,"(10, 15]",64.09,47.69,2.289,2,1.0,1,4
Mary Aliyu,STU/2020/0237,25,Female,Undergraduate,400,56.4,38.2,59.0,77.5,3.34,14.2,93.2,42.9,Medium,1 Activity,51.3,Average,,56.34,68.25,1.283,1,1.0,1,4
Vivian Onwudiwe,STU/2021/0238,27,Female,Undergraduate,300,65.8,27.1,20.7,54.2,4.0,24.2,77.3,51.1,Medium,,46.5,Pass,"(20, 25]",31.32,66.46,0.601,1,,1,3
Rasheed Okafor,STU/2022/0239,23,Male,HND,300,78.9,35.7,71.1,78.7,3.6,18.0,65.7,59.5,Low,1 Activity,61.6,Good,"(15, 20]",60.61,62.52,1.002,0,1.0,0,3
Precious Bello,STU/2023/0240,26,Male,Undergraduate,100,57.5,50.3,55.7,62.8,4.94,9.8,9.8,73.8,Medium,2+ Activities,55.9,Average,"(5, 10]",55.58,25.42,0.743,1,2.0,0,1
Tunde Fashola,STU/2020/0241,21,Male,Undergraduate,400,51.4,60.4,99.2,92.8,1.26,25.1,84.5,64.4,High,,59.3,Average,"(25, 30]",84.02,66.04,1.285,2,,0,4
Musa Onwudiwe,STU/2020/0242,23,Male,Undergraduate,200,80.4,46.3,81.1,59.3,3.11,23.3,99.3,74.1,Medium,2+ Activities,66.7,Good,"(20, 25]",63.47,81.54,0.845,1,2.0,0,2
Sandra Eze,STU/2022/0243,24,Male,Undergraduate,200,100.0,70.7,66.3,38.8,1.79,16.2,55.3,47.7,Low,1 Activity,51.6,Average,"(15, 20]",60.96,63.05,1.252,0,1.0,0,2
Ike Lawal,STU/2018/0244,19,Female,Undergraduate,200,94.4,48.5,52.5,61.8,2.84,23.7,55.8,58.6,Medium,2+ Activities,61.9,Good,"(20, 25]",53.42,64.12,0.896,1,2.0,1,2
Kayode Danjuma,STU/2023/0245,16,Male,Undergraduate,100,84.7,62.6,40.4,59.3,3.0,31.5,42.1,52.7,Medium,,54.1,Average,"(30, 35]",52.9,56.96,0.985,1,,0,1
Dauda Okeke,STU/2023/0246,29,Male,Undergraduate,300,89.6,60.1,73.8,42.2,5.0,9.7,14.2,34.7,Medium,2+ Activities,65.6,Good,"(5, 10]",61.1,37.21,1.711,1,2.0,0,3
Mercy Danjuma,STU/2019/0247,16,Female,Undergraduate,100,83.5,89.2,50.4,75.0,2.95,6.8,40.9,20.5,Medium,1 Activity,61.1,Good,"(5, 10]",70.13,47.77,3.262,1,1.0,1,1
Tunde Chukwu,STU/2019/0248,25,Female,Undergraduate,400,80.1,40.4,78.4,89.2,2.93,9.4,96.5,46.6,Medium,1 Activity,64.5,Good,"(5, 10]",67.8,75.41,1.424,1,1.0,1,4
Fatima Mohammed,STU/2020/0249,19,Female,Undergraduate,200,88.2,97.8,63.0,45.9,3.9,3.2,82.0,10.4,Low,1 Activity,70.0,Good,"(0, 5]",70.9,68.53,6.219,0,1.0,1,2
Dauda Chukwu,STU/2022/0250,27,Female,Undergraduate,100,47.4,47.3,63.2,81.5,2.95,18.7,35.7,37.3,High,,51.5,Average,"(15, 20]",62.21,38.3,1.624,2,,1,1
Fatima Anikulapo,STU/2021/0251,29,Male,Undergraduate,300,75.6,33.9,66.9,54.7,4.65,1.1,40.5,70.9,Medium,2+ Activities,52.5,Average,"(0, 5]",52.3,43.3,0.727,1,2.0,0,3
Wale Okeke,STU/2020/0252,22,Male,HND,100,70.5,54.1,36.6,64.6,3.6,24.1,100.0,63.6,Low,1 Activity,59.8,Average,"(20, 25]",49.72,79.18,0.77,0,1.0,0,1
Blessing Aliyu,STU/2019/0253,17,Female,Undergraduate,200,73.4,100.0,34.6,62.8,3.75,8.6,29.5,60.4,Medium,,54.4,Average,"(5, 10]",64.54,39.64,1.051,1,,1,2
Usman Abubakar,STU/2020/0254,18,Female,HND,400,63.7,74.1,33.9,64.6,1.32,24.9,37.1,83.6,High,,48.2,Pass,"(20, 25]",55.64,45.96,0.658,2,,1,4
Blessing Eze,STU/2022/0255,16,Male,Undergraduate,100,81.4,68.9,75.9,73.0,4.79,0.0,44.3,45.4,High,,61.2,Good,,72.73,46.57,1.567,2,,0,1
